_id,birthday_from_fb,gender_from_fb,age,gender,compress_age
100014393984524,2001,female,17,0,1
100007182618480,2000,female,18,0,1
100003171012003,1992,male,26,1,3
100013160501232,2004,female,14,0,1
100000960663167,1991,female,27,0,3
100015322309031,2000,female,18,0,1
100000504005615,1992,male,26,1,3
100002620741778,2001,female,17,0,1
100007048830440,1991,male,27,1,3
100002443644175,1988,male,30,1,3
100025354954074,1984,female,34,0,4
100003311707609,1998,male,20,1,2
100000066332837,1995,female,23,0,2
100002336246998,1979,male,39,1,4
100001324038214,1991,female,27,0,3
100016578127626,1999,male,19,1,2
100004763056216,2000,female,18,0,1
100003838864486,1996,female,22,0,2
100004279898420,2000,male,18,1,1
100002952713075,2000,male,18,1,1
100007255032736,1983,male,35,1,4
100002916469275,1997,male,21,1,2
100004913289348,2001,male,17,1,1
1851342416,1990,female,28,0,3
100003284966345,1989,male,29,1,3
100004025502684,2002,male,16,1,1
100013562563903,1989,male,29,1,3
100007055983779,2003,male,15,1,1
100006521058388,1984,female,34,0,4
100006696344131,2003,male,15,1,1
100010083311926,2001,female,17,0,1
100001810434009,1992,female,26,0,3
100009550265271,2003,female,15,0,1
100002708550787,1994,male,24,1,2
100006447730499,2000,female,18,0,1
100013373310883,2001,female,17,0,1
1272880731,1989,male,29,1,3
100015304388224,1989,male,29,1,3
613039755,1992,female,26,0,3
100000361768972,1995,female,23,0,2
100001745428316,2000,female,18,0,1
100012405528988,1995,male,23,1,2
100005195712764,1980,female,38,0,4
100005909495639,1997,female,21,0,2
100000859052802,1998,female,20,0,2
653461135,2001,male,17,1,1
100003747910775,1992,female,26,0,3
100004173072908,1991,female,27,0,3
100001525785969,1990,male,28,1,3
100003849864822,1994,female,24,0,2
100009807935563,2001,female,17,0,1
100027178550028,2003,male,15,1,1
100006660571156,1990,female,28,0,3
100005297014673,2000,male,18,1,1
100011653635517,1996,female,22,0,2
100007820800499,1990,male,28,1,3
100004484071271,2002,male,16,1,1
1685967105,1989,female,29,0,3
100004136016199,2003,female,15,0,1
100001522219781,1992,male,26,1,3
100001752824400,2000,male,18,1,1
100009589996593,2005,female,13,0,1
100000124988534,1989,female,29,0,3
100004064018627,1991,male,27,1,3
100013125763476,2002,male,16,1,1
100013059936123,2000,female,18,0,1
100003792287624,1992,female,26,0,3
100007599755743,1998,male,20,1,2
100010216937131,1991,male,27,1,3
100022485671287,2002,female,16,0,1
100000977602905,1995,male,23,1,2
100026556195119,1989,female,29,0,3
100023251433699,2001,female,17,0,1
100009470711637,1999,female,19,0,2
100005137871571,2000,female,18,0,1
100013210051921,1999,female,19,0,2
100007235802111,2001,female,17,0,1
100024545441811,1992,male,26,1,3
100018989866698,1985,male,33,1,4
100026321691042,2000,male,18,1,1
100010620284323,1994,female,24,0,2
100007789994631,2000,female,18,0,1
100016633204421,2003,male,15,1,1
100004312538930,1999,female,19,0,2
100006517271286,1999,female,19,0,2
100014713600015,1979,female,39,0,4
100005179604107,2001,female,17,0,1
100006722167953,1996,male,22,1,2
100009499185842,2002,female,16,0,1
100002641861764,1984,female,34,0,4
100005947839728,1983,female,35,0,4
100003091267086,1984,female,34,0,4
100000005715404,1991,male,27,1,3
100009470006734,2002,female,16,0,1
100003851523627,1999,female,19,0,2
100010112798260,2000,female,18,0,1
100000925120077,1998,male,20,1,2
100005614662932,2000,male,18,1,1
100013101796376,1996,female,22,0,2
100009464422999,2001,male,17,1,1
100004589677627,1995,male,23,1,2
100004955912829,2000,female,18,0,1
100001536197202,1995,female,23,0,2
557863842,1998,female,20,0,2
561206357,1981,female,37,0,4
100003804472236,1999,female,19,0,2
100003874095963,1994,female,24,0,2
100000358038520,1983,male,35,1,4
100003730447445,1980,male,38,1,4
100009667576479,2000,female,18,0,1
100007054777104,1999,male,19,1,2
100021651168474,1989,female,29,0,3
100014518961651,2004,female,14,0,1
100000167980090,1988,female,30,0,3
100000681751094,1995,male,23,1,2
100003116771882,1999,female,19,0,2
100003714696508,1993,male,25,1,2
100008422230947,1999,male,19,1,2
100007478833214,1985,female,33,0,4
100001996903842,1991,female,27,0,3
100011520706485,1988,female,30,0,3
100004954998344,2005,female,13,0,1
100022259310440,2002,male,16,1,1
100006959615346,1985,female,33,0,4
100012218025317,1990,male,28,1,3
100000187256953,1993,male,25,1,2
100008303404515,2000,male,18,1,1
100004438265277,1984,male,34,1,4
100003015765930,1987,female,31,0,3
100000495770733,1980,male,38,1,4
1033856233,1987,male,31,1,3
100013553952308,2002,male,16,1,1
100000444886020,1995,male,23,1,2
100001390916992,1991,female,27,0,3
100022274680092,1985,male,33,1,4
100002748664250,1992,male,26,1,3
100005405643059,1998,male,20,1,2
100006418446827,1999,female,19,0,2
100027338182142,1995,male,23,1,2
100012529509010,2000,male,18,1,1
100009184793218,2001,female,17,0,1
100015082111156,2000,female,18,0,1
100010457856608,1982,male,36,1,4
100000585242212,1983,male,35,1,4
100014451345127,1994,female,24,0,2
100005272262914,1985,male,33,1,4
100007462902973,1985,female,33,0,4
100003910316864,1986,female,32,0,3
100022196034306,1999,male,19,1,2
100007330722923,2005,female,13,0,1
100005057555471,1985,male,33,1,4
100000358250521,1997,male,21,1,2
100004127293555,1991,male,27,1,3
100015725672310,1980,female,38,0,4
100008509650572,1990,male,28,1,3
100019170374472,1998,female,20,0,2
100006462594873,1982,female,36,0,4
100004501333002,1998,male,20,1,2
100024935115079,1991,male,27,1,3
100001318266850,1988,male,30,1,3
100004912117847,2003,female,15,0,1
100004512994393,2004,female,14,0,1
100024901366036,2001,female,17,0,1
100001044521578,1986,female,32,0,3
100000002253319,1989,female,29,0,3
100007118854758,1982,female,36,0,4
100003061308428,1990,female,28,0,3
100009515227886,1987,female,31,0,3
100002080961768,1998,male,20,1,2
100003644684337,1985,male,33,1,4
100003785334113,2001,female,17,0,1
100004980912370,1985,female,33,0,4
100016591929625,1985,female,33,0,4
100001669429235,1994,female,24,0,2
100004450956940,1983,female,35,0,4
100007383002738,2001,female,17,0,1
100016838469949,2002,male,16,1,1
857015550,1992,male,26,1,3
100002713680547,1979,female,39,0,4
100026829873421,2005,female,13,0,1
100008302479343,1991,male,27,1,3
100023101111369,1989,female,29,0,3
100001165155669,1991,female,27,0,3
100014319672501,1985,female,33,0,4
100002840628498,1991,female,27,0,3
100005430060562,2000,male,18,1,1
100004288203822,1999,female,19,0,2
100003183635497,1993,female,25,0,2
100006715652714,2001,male,17,1,1
100000989673131,1987,female,31,0,3
100015674981338,2002,female,16,0,1
100001455472774,1993,female,25,0,2
100013559597800,2001,female,17,0,1
100008118073080,1992,female,26,0,3
100003904526434,2000,male,18,1,1
100002958858413,1985,female,33,0,4
100014529643774,1990,female,28,0,3
100005326598672,1991,female,27,0,3
100017509324074,1995,female,23,0,2
100011311472358,1988,male,30,1,3
100005791538173,2000,male,18,1,1
100003464324692,1990,female,28,0,3
100010281723748,2003,female,15,0,1
100005895727329,2000,female,18,0,1
100000445230425,1992,female,26,0,3
100006019118246,2002,female,16,0,1
100002774736479,1991,male,27,1,3
100009365689838,2002,male,16,1,1
100015137311102,2002,female,16,0,1
100005250613790,1992,male,26,1,3
100005439402962,2001,female,17,0,1
100005195049788,1982,male,36,1,4
100029036657942,1990,female,28,0,3
100002969476369,1981,female,37,0,4
100011684748425,1980,male,38,1,4
100006745898387,1998,female,20,0,2
100011795520893,1992,male,26,1,3
100001067722493,2000,male,18,1,1
100010956816132,1999,female,19,0,2
100001161097054,1998,female,20,0,2
1225105841,1988,male,30,1,3
100003737573152,1992,male,26,1,3
1837394048,1992,male,26,1,3
100003149865263,1997,female,21,0,2
100007726809527,1980,male,38,1,4
100003285930713,1995,male,23,1,2
100004331914990,1985,female,33,0,4
100001153456228,1982,female,36,0,4
100004702572103,1982,female,36,0,4
100004142618196,1987,male,31,1,3
100004414448326,1990,female,28,0,3
100003819996600,1998,female,20,0,2
100006457158656,1985,male,33,1,4
100005645713151,1991,female,27,0,3
100003200590258,1998,female,20,0,2
100021521470064,1985,female,33,0,4
100003819402891,1996,female,22,0,2
100014629537176,2000,male,18,1,1
100003796027854,1992,female,26,0,3
100000901996420,1991,female,27,0,3
100005628091912,1982,male,36,1,4
100024866812931,1984,male,34,1,4
100006593830720,2000,female,18,0,1
100028700582060,1999,female,19,0,2
100022645940000,2003,female,15,0,1
100010966929184,2002,female,16,0,1
100003290136199,1988,female,30,0,3
100006824086732,1999,female,19,0,2
100000120020680,1985,female,33,0,4
100002697639896,1996,female,22,0,2
100008017832126,1982,male,36,1,4
100003047115903,1990,female,28,0,3
100013374940331,2002,male,16,1,1
100003217193590,1992,female,26,0,3
100009254013118,1982,female,36,0,4
615053835,1982,female,36,0,4
100008260457099,1984,female,34,0,4
100009063712982,2001,male,17,1,1
100000383323870,1996,female,22,0,2
100005201862287,1999,female,19,0,2
100000187188301,1979,male,39,1,4
100000224941553,1982,male,36,1,4
100004409294610,1982,female,36,0,4
100008362457346,1998,male,20,1,2
100005865693795,2000,female,18,0,1
100008008153916,1992,male,26,1,3
100005327532404,1985,male,33,1,4
100009994932283,2000,female,18,0,1
100006894960015,1994,male,24,1,2
100006962133773,1992,female,26,0,3
100006464550603,1981,female,37,0,4
100009125722843,1983,male,35,1,4
100004171685462,1989,male,29,1,3
100006186163882,1994,female,24,0,2
100031840187750,2001,female,17,0,1
100009522820037,1981,female,37,0,4
100016184715306,2001,female,17,0,1
100004533815934,2000,female,18,0,1
100024335588859,2003,male,15,1,1
100007469220449,1982,female,36,0,4
100010232593464,1984,male,34,1,4
100005674203714,2001,female,17,0,1
100011391140317,1985,male,33,1,4
100011734012903,2000,female,18,0,1
100004171690033,1997,female,21,0,2
100009927136537,1983,male,35,1,4
100012936003412,1985,male,33,1,4
100001606052071,1990,male,28,1,3
1457839677,1996,male,22,1,2
100009180785691,1999,female,19,0,2
100000215374376,1986,female,32,0,3
100015271539822,2000,female,18,0,1
1117575688,1989,male,29,1,3
100009975908751,2002,female,16,0,1
1300225517,1984,male,34,1,4
100004080023212,1990,female,28,0,3
100011370664928,1991,female,27,0,3
100027891143684,1991,male,27,1,3
100016839786857,1988,female,30,0,3
100003475253702,1985,female,33,0,4
100009503172343,2001,male,17,1,1
100004332572695,1992,female,26,0,3
100002839631071,1991,female,27,0,3
100011524561760,1997,female,21,0,2
100001410797111,1988,male,30,1,3
100008284846695,2000,male,18,1,1
100000309518794,1983,female,35,0,4
100006465146223,1982,male,36,1,4
100005086802420,1982,male,36,1,4
100015845111029,2000,female,18,0,1
100005939700922,2002,male,16,1,1
535287295,1994,female,24,0,2
100005442908382,1990,female,28,0,3
100011179626322,2001,male,17,1,1
100024780319318,2002,female,16,0,1
100009184355056,1993,female,25,0,2
100015292265145,2002,female,16,0,1
100006808626588,2001,male,17,1,1
100004974391625,1992,female,26,0,3
1285944087,1980,male,38,1,4
100004081793585,1985,female,33,0,4
100004044163003,1989,male,29,1,3
100013896040045,1999,male,19,1,2
100004329552822,1994,female,24,0,2
100010359407450,1979,female,39,0,4
100007551243507,1988,female,30,0,3
100017360170653,2003,female,15,0,1
100001084765177,1988,male,30,1,3
100013994380688,2002,female,16,0,1
100013883373769,1999,female,19,0,2
100005471643933,1992,male,26,1,3
100010079344174,1991,male,27,1,3
100008076305967,1998,female,20,0,2
100004054571394,1997,female,21,0,2
100003052450313,2002,female,16,0,1
100000110686885,1990,female,28,0,3
100022783846331,1983,male,35,1,4
100005474231715,1997,female,21,0,2
100008876236700,1997,female,21,0,2
100009408018030,2002,female,16,0,1
100000693131215,1991,male,27,1,3
100000003973831,1993,female,25,0,2
100003487274617,1993,male,25,1,2
100001253575427,1985,female,33,0,4
100018937929026,1999,male,19,1,2
100000079283969,1991,female,27,0,3
100001702610028,1989,male,29,1,3
100005643457593,2002,female,16,0,1
100007886976999,1984,male,34,1,4
100007572581347,1979,male,39,1,4
100000173419763,1984,male,34,1,4
100005586608014,2002,female,16,0,1
100002860655256,1989,male,29,1,3
100004576154210,2001,female,17,0,1
100003153445980,1989,male,29,1,3
100001852747765,2000,male,18,1,1
100000435583913,1992,female,26,0,3
100002661845866,1982,female,36,0,4
100001839888614,1995,female,23,0,2
100011795016497,1998,female,20,0,2
100005835788681,1983,female,35,0,4
100010075183892,1996,female,22,0,2
100014680142424,1985,male,33,1,4
100003017022730,1996,female,22,0,2
100008057220371,1992,female,26,0,3
100007450323224,1985,female,33,0,4
100005432228703,2000,male,18,1,1
100028314423278,1981,female,37,0,4
100012620164724,1982,female,36,0,4
100003048592280,1988,male,30,1,3
100002844499528,1993,male,25,1,2
100009233731267,1992,male,26,1,3
1598820187,1984,male,34,1,4
100002957544430,1991,male,27,1,3
1454978081,1999,male,19,1,2
100004843150913,2001,female,17,0,1
100014864267552,2004,female,14,0,1
100012149528547,2000,female,18,0,1
100009278993085,2003,male,15,1,1
100000057295884,1982,female,36,0,4
100003772070456,1981,male,37,1,4
100001301143981,1989,female,29,0,3
100003975999711,2001,male,17,1,1
100000054570760,1990,male,28,1,3
100001698012242,1987,male,31,1,3
100003097476973,1988,male,30,1,3
100004304832907,1985,male,33,1,4
100001740561822,1989,female,29,0,3
100003146907172,1990,female,28,0,3
100013000637329,2001,male,17,1,1
100004072157595,1983,female,35,0,4
100022710281550,2000,male,18,1,1
1806208004,2000,male,18,1,1
100005754439468,1991,female,27,0,3
100006837635517,1982,female,36,0,4
100024996543897,2004,male,14,1,1
100003717060535,1986,female,32,0,3
100023646487800,1984,female,34,0,4
100011371467429,1981,female,37,0,4
100003576934700,2000,female,18,0,1
100006998050059,1998,female,20,0,2
100000528450028,1983,male,35,1,4
100001712315168,1992,male,26,1,3
100003878229220,2001,female,17,0,1
1844292267,1987,female,31,0,3
100007917421667,1997,female,21,0,2
100010662493056,1982,male,36,1,4
100005559424640,2000,female,18,0,1
100001238545583,1989,male,29,1,3
100001995675746,1992,male,26,1,3
1117546120,1992,male,26,1,3
100025577526708,2004,female,14,0,1
100010308726513,2003,female,15,0,1
100007831983066,1981,male,37,1,4
100003960113996,1997,male,21,1,2
100004544561192,1981,female,37,0,4
100014005471664,2001,female,17,0,1
100002072083930,1998,female,20,0,2
100008362835054,2000,female,18,0,1
100007714236197,1982,male,36,1,4
100003902109651,2001,male,17,1,1
100002979233822,1997,male,21,1,2
1781340328,1998,male,20,1,2
100010358019494,2000,female,18,0,1
100000198877769,1994,female,24,0,2
100007874356139,1996,male,22,1,2
100004857900635,2000,female,18,0,1
100001347088374,1990,female,28,0,3
100014323847815,1983,female,35,0,4
784581601,1987,male,31,1,3
100004187348797,1991,female,27,0,3
100000147324100,1991,female,27,0,3
100004093375184,1999,male,19,1,2
100016738478074,2003,male,15,1,1
100001507276379,1982,male,36,1,4
100009594729456,1985,female,33,0,4
100007513896331,2002,female,16,0,1
100005974657540,1990,female,28,0,3
100009043211470,2002,female,16,0,1
100001500954874,1989,male,29,1,3
100014965936382,1990,male,28,1,3
100005736162462,1997,female,21,0,2
100004034307186,1985,female,33,0,4
100010847341374,1989,female,29,0,3
100004861655562,1988,female,30,0,3
100006630852918,2003,male,15,1,1
100005040645169,2001,male,17,1,1
100008815516483,1987,female,31,0,3
100018894187309,2000,male,18,1,1
100000321329256,1999,female,19,0,2
100000975921689,1995,female,23,0,2
100005410455948,1980,male,38,1,4
100002862012664,1997,female,21,0,2
100008316434825,1982,female,36,0,4
100006460175965,1988,male,30,1,3
100004070711350,1989,female,29,0,3
100005126470886,2001,male,17,1,1
100002321773170,2000,male,18,1,1
804390576,1997,male,21,1,2
100027462541521,2003,male,15,1,1
100030510707447,2003,female,15,0,1
100005515025215,1992,male,26,1,3
100003100448551,1994,female,24,0,2
100004595106788,1981,female,37,0,4
100007829794661,1989,male,29,1,3
100004253145320,2000,male,18,1,1
100002367726783,1989,male,29,1,3
100002987663348,1996,female,22,0,2
100004494823574,1982,female,36,0,4
100014385040493,1993,female,25,0,2
100001991526255,2000,male,18,1,1
100003747920147,2000,female,18,0,1
100000277778341,2000,male,18,1,1
100004131375722,1995,male,23,1,2
100000790723274,2001,female,17,0,1
100009397733033,1999,male,19,1,2
693658244,1986,female,32,0,3
1651894538,1996,male,22,1,2
100001532689568,1996,female,22,0,2
100004450873355,1998,female,20,0,2
100013764709496,1998,male,20,1,2
100010687715050,2000,male,18,1,1
100004440782213,1992,male,26,1,3
100020217466744,2001,male,17,1,1
100015013935272,1995,male,23,1,2
100027061728222,2001,male,17,1,1
100006826271802,1990,male,28,1,3
1729767854,1992,female,26,0,3
100001850473056,2000,female,18,0,1
100000040574572,1989,male,29,1,3
100004182966785,2002,male,16,1,1
100005858712384,1991,male,27,1,3
100005111948304,1982,female,36,0,4
100007882038425,1999,female,19,0,2
100003802186510,1990,male,28,1,3
100001281164220,1995,male,23,1,2
100009493934292,2001,male,17,1,1
100002493360950,1994,male,24,1,2
100000223964055,1990,male,28,1,3
100001093980107,1985,male,33,1,4
100004501147464,1999,female,19,0,2
100004387482177,1985,female,33,0,4
100008249296908,1996,male,22,1,2
100000085516291,1991,male,27,1,3
100014806939435,2000,female,18,0,1
100008089146154,2002,male,16,1,1
100010387035184,1980,male,38,1,4
100000136101214,1990,female,28,0,3
100005243745297,1999,male,19,1,2
100000120098151,1988,male,30,1,3
100000179346474,1986,male,32,1,3
100004036609209,1991,male,27,1,3
100006184062906,2001,male,17,1,1
100010908469061,1997,male,21,1,2
100004537051178,1995,male,23,1,2
100007409616359,2001,female,17,0,1
100006420482236,1983,female,35,0,4
100014241047593,2000,male,18,1,1
100010221283408,2000,female,18,0,1
100005108371333,1998,male,20,1,2
100002812359873,1990,male,28,1,3
100004836011892,1995,female,23,0,2
100006046962477,1985,male,33,1,4
100021797146385,2004,male,14,1,1
100009239571058,2001,male,17,1,1
100001878606963,2000,male,18,1,1
100012810007513,1992,male,26,1,3
100015792634250,2003,female,15,0,1
100004426831372,1984,male,34,1,4
100007228006775,2000,male,18,1,1
100017876439553,2002,male,16,1,1
100000141768634,1981,male,37,1,4
100001893157988,1992,female,26,0,3
100015274775133,2000,female,18,0,1
100003825973989,1991,female,27,0,3
100021908810160,2003,female,15,0,1
100002913314644,1992,female,26,0,3
100006009224633,1986,male,32,1,3
100009597993935,2000,male,18,1,1
100014392275579,2000,female,18,0,1
100003909772156,1996,male,22,1,2
100001461842958,1999,female,19,0,2
100002987258911,1985,female,33,0,4
100003527458825,1999,female,19,0,2
746692882,1992,female,26,0,3
100003907730476,1998,male,20,1,2
100004562734088,2002,female,16,0,1
100001906846184,1995,female,23,0,2
100014016610617,2001,male,17,1,1
100001058893187,1998,female,20,0,2
100013396991621,1998,male,20,1,2
100022160325511,1992,male,26,1,3
100010096410985,1981,female,37,0,4
100000066387771,1997,female,21,0,2
100001452326237,1985,female,33,0,4
100017027441166,1993,male,25,1,2
100025053243364,1987,female,31,0,3
100001166796122,1994,female,24,0,2
100003177623746,1988,male,30,1,3
100006048665665,1994,female,24,0,2
1850259787,1992,female,26,0,3
100003801753725,1994,male,24,1,2
100000009527897,1984,male,34,1,4
100001858690107,1988,male,30,1,3
100000196597549,1982,male,36,1,4
100003109910923,2002,female,16,0,1
100008492297176,1982,female,36,0,4
100002813101729,1994,female,24,0,2
100008022999564,1994,male,24,1,2
100003219351500,1991,male,27,1,3
100008313186812,1987,male,31,1,3
100005675563185,1985,female,33,0,4
100010380669786,2001,female,17,0,1
100005745635610,2000,female,18,0,1
100009315949436,1988,male,30,1,3
1840711207,1995,female,23,0,2
100000049170176,1988,female,30,0,3
1795882056,1984,male,34,1,4
100017720534712,2000,male,18,1,1
100009114382373,1985,male,33,1,4
100002129093011,1998,female,20,0,2
100006594073458,1992,male,26,1,3
100006189760170,1992,female,26,0,3
100005656063277,2002,female,16,0,1
100003756919580,1999,female,19,0,2
100007383570126,1986,male,32,1,3
100005293330609,1987,male,31,1,3
100003129128150,1989,female,29,0,3
100007100472721,1998,male,20,1,2
100000025550809,1981,male,37,1,4
100009227216931,1997,male,21,1,2
100002074546967,2000,male,18,1,1
100010081965789,2003,male,15,1,1
100003890438538,2000,female,18,0,1
725004867,1997,male,21,1,2
100000957231024,1995,female,23,0,2
100011444480152,2001,female,17,0,1
100002829427031,1997,male,21,1,2
830566906,1992,male,26,1,3
100003096560018,1990,male,28,1,3
100007099142152,2000,female,18,0,1
100003228625778,1997,female,21,0,2
100000068232599,1979,male,39,1,4
100013251646120,2002,male,16,1,1
100001493102903,1991,male,27,1,3
100000176494333,1992,male,26,1,3
100010377104320,1999,female,19,0,2
100007146880637,2000,female,18,0,1
100008661515085,2004,female,14,0,1
100015734760108,1996,female,22,0,2
100004314000489,1990,male,28,1,3
100004589352152,2003,male,15,1,1
100009805772497,1987,male,31,1,3
100027394202614,2001,female,17,0,1
100011385612785,1991,female,27,0,3
100002430300203,1991,female,27,0,3
100005676462662,1995,male,23,1,2
100007677729572,2001,male,17,1,1
100012107495482,2002,female,16,0,1
100000399163684,1980,male,38,1,4
100002474703446,1992,male,26,1,3
1446292314,1991,female,27,0,3
100004410338749,1988,female,30,0,3
100010411729289,1999,male,19,1,2
100014261328785,1988,male,30,1,3
100008550968210,2006,male,12,1,1
100004038927136,2000,female,18,0,1
100012970031389,1983,male,35,1,4
100005230296238,1989,female,29,0,3
100004457317479,2002,female,16,0,1
100005857778414,1997,female,21,0,2
100000144983115,1981,female,37,0,4
100007234455248,2001,female,17,0,1
100004466705568,1999,female,19,0,2
100008171889738,2001,female,17,0,1
100004025604419,1991,female,27,0,3
100004722570923,2001,male,17,1,1
100006312428535,2001,female,17,0,1
100004882115879,1997,male,21,1,2
100030694058134,1998,male,20,1,2
100006266377203,2001,female,17,0,1
100004482546521,1992,male,26,1,3
100015589715765,2003,female,15,0,1
100003112661644,1999,female,19,0,2
100004303578557,1998,male,20,1,2
100015606188095,1996,female,22,0,2
100006524976082,1982,male,36,1,4
100003916626211,2000,male,18,1,1
100001886829087,1982,male,36,1,4
100004134691897,1996,male,22,1,2
100000653091538,1991,male,27,1,3
100022137578809,2000,female,18,0,1
100010628344331,2000,male,18,1,1
100006708152845,1999,female,19,0,2
100032278470789,2000,female,18,0,1
100000128597048,1988,female,30,0,3
100013292644784,1986,male,32,1,3
100004462507209,1996,female,22,0,2
100002748638292,1988,male,30,1,3
100015888939982,2003,female,15,0,1
100024998166206,1988,female,30,0,3
100015106486007,1999,female,19,0,2
100003742713154,1993,male,25,1,2
100009290995267,2000,male,18,1,1
100003084335041,1991,male,27,1,3
100018422204116,1991,female,27,0,3
100004143732851,1985,male,33,1,4
100004713130481,1999,male,19,1,2
100006985154445,1985,female,33,0,4
100003740328622,1997,male,21,1,2
100026905672446,2004,female,14,0,1
100016542556218,2003,male,15,1,1
100017678760580,2003,female,15,0,1
100007880088975,2003,male,15,1,1
100006390215794,1985,female,33,0,4
1041152263,1987,male,31,1,3
100001450296801,1995,female,23,0,2
100009148907851,1994,male,24,1,2
100015498002957,2003,female,15,0,1
100003987565954,1994,male,24,1,2
100002624178055,1991,female,27,0,3
100002952288117,1996,female,22,0,2
100004503375287,1998,male,20,1,2
100007319442903,2006,male,12,1,1
100010087950280,1999,male,19,1,2
100014633892327,2000,male,18,1,1
100008382135722,2002,male,16,1,1
785269374,1980,male,38,1,4
100004029891576,2000,female,18,0,1
100011017385385,1998,female,20,0,2
100000203510752,1997,male,21,1,2
100003799561813,1999,male,19,1,2
100035785201287,1996,female,22,0,2
100009579547489,2000,female,18,0,1
100004245517412,1996,female,22,0,2
100013743315229,1990,female,28,0,3
100002867831411,2001,male,17,1,1
100013300594644,1991,male,27,1,3
100001677760194,1989,female,29,0,3
100001438902606,1991,male,27,1,3
100005383980853,1997,male,21,1,2
1757875322,1997,female,21,0,2
100008370247188,2000,female,18,0,1
100007140542401,1986,female,32,0,3
100027263737845,1986,female,32,0,3
1808565113,1990,male,28,1,3
100007835403468,1996,male,22,1,2
100014351346600,1982,male,36,1,4
100007235832440,2003,male,15,1,1
100000395356718,1999,male,19,1,2
100004016907348,1997,female,21,0,2
100000790024265,1992,female,26,0,3
1089945336,1984,female,34,0,4
100011459045732,1994,female,24,0,2
100003837734133,1992,male,26,1,3
100006430341599,1979,female,39,0,4
100001726766928,1997,male,21,1,2
100000750614490,1983,male,35,1,4
100000275256343,1991,female,27,0,3
100001689499265,1985,female,33,0,4
100004260158479,1998,female,20,0,2
100007968665600,1998,male,20,1,2
100007874828181,1980,male,38,1,4
100001233791017,1980,female,38,0,4
100005442223686,2002,female,16,0,1
1448911157,1999,male,19,1,2
100012763777397,1998,male,20,1,2
100007558962607,1992,male,26,1,3
100006858764277,1995,female,23,0,2
100002541785212,1992,female,26,0,3
100014371656767,2000,male,18,1,1
100001769987669,1991,female,27,0,3
100010462026074,1995,male,23,1,2
100000599749116,1998,female,20,0,2
100010349160122,1984,male,34,1,4
100001717807032,1995,male,23,1,2
100005295308620,2000,female,18,0,1
100011281085297,1999,male,19,1,2
100007553536902,2000,female,18,0,1
100004137933794,1999,female,19,0,2
100005215871437,1988,female,30,0,3
100016563676236,1982,male,36,1,4
100004186033338,1994,male,24,1,2
100004226040030,1996,male,22,1,2
1446339372,1982,male,36,1,4
100004741683540,1995,female,23,0,2
100002332705625,1999,male,19,1,2
100002423835470,1993,female,25,0,2
100009833976023,1982,male,36,1,4
100010903474505,1998,male,20,1,2
100027429885677,2006,female,12,0,1
100003734261161,1992,female,26,0,3
100005218782884,2000,female,18,0,1
100008128862751,1998,female,20,0,2
100002872459807,1990,male,28,1,3
1709466535,1990,male,28,1,3
100026175704157,2000,male,18,1,1
100003315639338,1986,female,32,0,3
100006893220069,2003,female,15,0,1
100003886512028,2000,male,18,1,1
100003946599029,1997,male,21,1,2
720192010,1987,female,31,0,3
100001033082243,1983,male,35,1,4
100021781323488,1996,male,22,1,2
100006407176411,1998,male,20,1,2
100005722239901,1985,female,33,0,4
100003938338439,1996,male,22,1,2
100011948734118,2000,female,18,0,1
100003037170747,1982,female,36,0,4
100004734642717,1999,female,19,0,2
100013272529610,2001,female,17,0,1
100009103180072,2000,female,18,0,1
100007744085422,2000,male,18,1,1
100003313806989,1999,male,19,1,2
100001257371508,1986,male,32,1,3
100011475581141,2005,male,13,1,1
100000263613410,1995,male,23,1,2
100004831780183,1997,male,21,1,2
100006485123910,2002,female,16,0,1
100011508182829,2000,male,18,1,1
100007023402792,2001,female,17,0,1
100004453847999,1997,female,21,0,2
1065770532,1988,female,30,0,3
100009765370549,1999,female,19,0,2
100003994747004,1993,female,25,0,2
100013590182186,1989,male,29,1,3
100004823172416,1985,male,33,1,4
100003779621852,1992,male,26,1,3
100003327102523,1998,female,20,0,2
100003309153056,1989,male,29,1,3
100022654515274,1983,female,35,0,4
100003805893554,1996,female,22,0,2
100000455053742,1988,male,30,1,3
100004774024774,1999,male,19,1,2
100007066878162,1998,female,20,0,2
100015502800333,2001,female,17,0,1
100006681009995,1991,female,27,0,3
100012825858339,1997,male,21,1,2
100001769049195,1991,female,27,0,3
100001176724118,1991,female,27,0,3
100003551555677,1995,male,23,1,2
100017412360463,2001,female,17,0,1
100026481390705,1980,female,38,0,4
100005863264711,2003,male,15,1,1
100000411351380,1995,female,23,0,2
100027718445296,1991,male,27,1,3
100009230931325,1998,female,20,0,2
100024969843201,2006,male,12,1,1
100009248869962,2000,female,18,0,1
100006533442519,1999,male,19,1,2
100008607303964,1998,male,20,1,2
100000846144758,1987,male,31,1,3
100003733848235,1991,male,27,1,3
100008383667076,1999,male,19,1,2
100015000886132,2006,female,12,0,1
100001461624573,1991,male,27,1,3
100002911151160,1985,male,33,1,4
1263111193,1983,male,35,1,4
100006442637388,1997,female,21,0,2
100000612185753,1991,female,27,0,3
100027405824497,1986,male,32,1,3
100004657843099,2002,male,16,1,1
100005154973425,2002,female,16,0,1
100006549042608,1999,female,19,0,2
100013684958882,1982,male,36,1,4
